0,1,2,3,4,5,6,7,8,9,10,11
"22% 
41% 
37%",,"24% 
41% 
34%",,"25% 
43% 
32%",,"23% 
47% 
30%","20% 
52% 
28%","14% 
16% 
59% 
58% 
27% 
26%","14% 
63% 
23%","16% 
66% 
18%","14% 
71% 
15%"
